Date,maxtemp,mintemp,avgtemp,dewpoint,wetbulb,stnpressure,avgspeed,daylength,precipitation,maxtemp_roll_7,mintemp_roll_7,avgtemp_roll_7,dewpoint_roll_7,wetbulb_roll_7,stnpressure_roll_7,avgspeed_roll_7,daylength_roll_7,precipitation_roll_7,maxtemp_roll_14,mintemp_roll_14,avgtemp_roll_14,dewpoint_roll_14,wetbulb_roll_14,stnpressure_roll_14,avgspeed_roll_14,daylength_roll_14,precipitation_roll_14
2011-06-29,81,59,71.0,55.5,62.0,29.380000000000003,5.65,912.0,0.0,77.57142857142857,60.57142857142857,69.78571428571429,56.142857142857146,61.714285714285715,29.19142857142857,8.45,913.1428571428571,0.01664285714285713,79.78571428571429,61.714285714285715,71.42857142857143,59.892857142857146,64.28571428571429,29.119642857142857,8.532142857142857,913.3571428571429,0.08153571428571423
2011-06-30,89,60,76.0,61.5,67.0,29.310000000000002,10.0,912.0,0.016,80.0,60.285714285714285,71.0,56.42857142857143,62.357142857142854,29.24571428571429,8.007142857142856,912.8571428571429,0.014642857142857128,80.35714285714286,61.642857142857146,71.75,60.07142857142857,64.57142857142857,29.135714285714283,8.653571428571428,913.2857142857143,0.08017857142857136
2011-07-01,89,70,80.5,62.5,68.0,29.275,12.850000000000001,911.0,0.005,83.0,61.714285714285715,73.35714285714286,57.42857142857143,63.642857142857146,29.27,8.535714285714286,912.4285714285714,0.015357142857142844,80.85714285714286,62.357142857142854,72.35714285714286,60.25,64.82142857142857,29.14428571428572,9.114285714285714,913.1428571428571,0.08053571428571424
2011-07-02,94,71,83.0,70.5,74.0,29.28,7.9,911.0,0.0,85.14285714285714,63.57142857142857,75.28571428571429,60.0,65.64285714285714,29.275000000000002,8.92142857142857,912.0,0.015142857142857128,81.57142857142857,63.07142857142857,73.07142857142857,60.857142857142854,65.42857142857143,29.155,9.221428571428572,913.0,0.08053571428571424
2011-07-03,86,69,77.5,57.5,65.0,29.305,6.0,910.0,0.0,85.85714285714286,65.28571428571429,76.28571428571429,60.642857142857146,66.28571428571429,29.282142857142855,8.785714285714286,911.5714285714286,0.015142857142857128,81.78571428571429,63.5,73.39285714285714,60.32142857142857,65.17857142857143,29.172857142857143,9.289285714285715,912.7142857142857,0.08053571428571424
2011-07-04,89,65,77.5,54.0,63.5,29.29,4.4,908.0,0.0,87.0,65.28571428571429,76.85714285714286,59.285714285714285,65.78571428571429,29.30714285714286,7.985714285714287,910.8571428571429,0.0029999999999999844,82.42857142857143,63.5,73.67857142857143,59.392857142857146,64.78571428571429,29.190714285714286,8.975,912.2857142857143,0.030178571428571367
2011-07-05,92,67,80.0,59.5,68.0,29.28,5.9,908.0,0.0,88.57142857142857,65.85714285714286,77.92857142857143,60.142857142857146,66.78571428571429,29.302857142857142,7.528571428571429,910.2857142857143,0.0029999999999999844,82.64285714285714,63.57142857142857,73.78571428571429,58.642857142857146,64.46428571428571,29.214285714285715,8.542857142857143,911.8571428571429,0.011249999999999937
2011-07-06,87,70,78.5,60.5,67.0,29.299999999999997,7.4,907.0,0.004,89.42857142857143,67.42857142857143,79.0,60.857142857142854,67.5,29.291428571428572,7.778571428571429,909.5714285714286,0.0035714285714285557,83.5,64.0,74.39285714285714,58.5,64.60714285714286,29.24142857142857,8.114285714285714,911.3571428571429,0.010107142857142795
2011-07-07,82,63,73.5,54.0,62.5,29.25,6.65,907.0,0.038000000000000006,88.42857142857143,67.85714285714286,78.64285714285714,59.785714285714285,66.85714285714286,29.282857142857143,7.3,908.8571428571429,0.0067142857142856996,84.21428571428571,64.07142857142857,74.82142857142857,58.107142857142854,64.60714285714286,29.264285714285712,7.653571428571429,910.8571428571429,0.010678571428571367
2011-07-08,86,61,75.0,51.5,62.5,29.195,6.25,905.0,0.0,88.0,66.57142857142857,77.85714285714286,58.214285714285715,66.07142857142857,29.27142857142857,6.357142857142857,908.0,0.005999999999999985,85.5,64.14285714285714,75.60714285714286,57.82142857142857,64.85714285714286,29.270714285714288,7.446428571428571,910.2142857142857,0.010678571428571367
2011-07-09,91,61,77.5,59.0,67.0,29.240000000000002,6.2,904.0,0.0,87.57142857142857,65.14285714285714,77.07142857142857,56.57142857142857,65.07142857142857,29.26571428571429,6.114285714285715,907.0,0.005999999999999985,86.35714285714286,64.35714285714286,76.17857142857143,58.285714285714285,65.35714285714286,29.270357142857144,7.517857142857143,909.5,0.01057142857142851
2011-07-10,91,74,83.0,67.5,72.0,29.205,8.899999999999999,904.0,0.006,88.28571428571429,65.85714285714286,77.85714285714286,58.0,66.07142857142857,29.25142857142857,6.528571428571429,906.1428571428571,0.006857142857142842,87.07142857142857,65.57142857142857,77.07142857142857,59.32142857142857,66.17857142857143,29.266785714285714,7.6571428571428575,908.8571428571429,0.010999999999999939
2011-07-11,90,70,80.0,70.5,74.0,29.15,8.25,902.0,0.26,88.42857142857143,66.57142857142857,78.21428571428571,60.357142857142854,67.57142857142857,29.23142857142857,7.078571428571428,905.2857142857143,0.043999999999999984,87.71428571428571,65.92857142857143,77.53571428571429,59.82142857142857,66.67857142857143,29.26928571428572,7.5321428571428575,908.0714285714286,0.023499999999999938
2011-07-12,88,70,79.5,63.5,69.0,29.28,7.35,901.0,0.01,87.85714285714286,67.0,78.14285714285714,60.92857142857143,67.71428571428571,29.23142857142857,7.285714285714286,904.2857142857143,0.045428571428571415,88.21428571428571,66.42857142857143,78.03571428571429,60.535714285714285,67.25,29.267142857142858,7.4071428571428575,907.2857142857143,0.024214285714285654
2011-07-13,74,63,69.5,57.0,62.5,29.375,11.55,899.0,0.0,86.0,66.0,76.85714285714286,60.42857142857143,67.07142857142857,29.242142857142856,7.878571428571428,903.1428571428571,0.04485714285714284,87.71428571428571,66.71428571428571,77.92857142857143,60.642857142857146,67.28571428571429,29.266785714285714,7.828571428571429,906.3571428571429,0.024214285714285654
2011-07-14,82,59,72.5,56.0,63.0,29.325000000000003,8.35,899.0,0.0,86.0,65.42857142857143,76.71428571428571,60.714285714285715,67.14285714285714,29.252857142857145,8.121428571428572,902.0,0.03942857142857142,87.21428571428571,66.64285714285714,77.67857142857143,60.25,67.0,29.267857142857142,7.710714285714286,905.4285714285714,0.02307142857142851
2011-07-15,87,70,79.0,60.0,66.5,29.299999999999997,6.75,897.0,0.0035,86.14285714285714,66.71428571428571,77.28571428571429,61.92857142857143,67.71428571428571,29.267857142857142,8.192857142857143,900.8571428571429,0.03992857142857142,87.07142857142857,66.64285714285714,77.57142857142857,60.07142857142857,66.89285714285714,29.269642857142856,7.2749999999999995,904.4285714285714,0.022964285714285652
2011-07-16,90,71,81.0,60.5,68.0,29.35,3.5,895.0,0.0015,86.0,68.14285714285714,77.78571428571429,62.142857142857146,67.85714285714286,29.28357142857143,7.807142857142857,899.5714285714286,0.040142857142857126,86.78571428571429,66.64285714285714,77.42857142857143,59.357142857142854,66.46428571428571,29.274642857142858,6.960714285714286,903.2857142857143,0.02307142857142851
2011-07-17,95,69,83.5,69.0,74.0,29.380000000000003,6.800000000000001,894.0,0.0,86.57142857142857,67.42857142857143,77.85714285714286,62.357142857142854,68.14285714285714,29.308571428571433,7.507142857142857,898.1428571428571,0.03928571428571427,87.42857142857143,66.64285714285714,77.85714285714286,60.17857142857143,67.10714285714286,29.28,7.017857142857143,902.1428571428571,0.02307142857142851
2011-07-18,93,80,86.5,74.5,77.5,29.259999999999998,11.25,892.0,0.006,87.0,68.85714285714286,78.78571428571429,62.92857142857143,68.64285714285714,29.324285714285715,7.935714285714285,896.7142857142857,0.0029999999999999844,87.71428571428571,67.71428571428571,78.5,61.642857142857146,68.10714285714286,29.27785714285714,7.507142857142857,901.0,0.023499999999999938
2011-07-19,93,78,86.0,72.5,76.5,29.200000000000003,6.4,890.0,0.0,87.71428571428571,70.0,79.71428571428571,64.21428571428571,69.71428571428571,29.312857142857144,7.8,895.1428571428571,0.0015714285714285554,87.78571428571429,68.5,78.92857142857143,62.57142857142857,68.71428571428571,29.272142857142857,7.542857142857144,899.7142857142857,0.023499999999999938
2011-07-20,100,73,87.5,73.0,77.0,29.115,10.3,890.0,0.01,91.42857142857143,71.42857142857143,82.28571428571429,66.5,71.78571428571429,29.275714285714287,7.621428571428572,893.8571428571429,0.0029999999999999844,88.71428571428571,68.71428571428571,79.57142857142857,63.464285714285715,69.42857142857143,29.258928571428573,7.75,898.5,0.02392857142857136
2011-07-21,101,75,89.5,71.0,76.5,29.130000000000003,9.4,888.0,0.01,94.14285714285714,73.71428571428571,84.71428571428571,68.64285714285714,73.71428571428571,29.24785714285714,7.771428571428572,892.2857142857143,0.004428571428571413,90.07142857142857,69.57142857142857,80.71428571428571,64.67857142857143,70.42857142857143,29.250357142857144,7.946428571428571,897.1428571428571,0.021928571428571363
2011-07-22,100,70,79.0,70.0,73.5,29.205,8.6,886.0,0.845,96.0,73.71428571428571,84.71428571428571,70.07142857142857,74.71428571428571,29.234285714285715,8.035714285714286,890.7142857142857,0.12464285714285712,91.07142857142857,70.21428571428571,81.0,66.0,71.21428571428571,29.25107142857143,8.114285714285714,895.7857142857143,0.08228571428571421
2011-07-23,87,70,79.0,70.0,73.0,29.255000000000003,5.1,884.0,3.45,95.57142857142857,73.57142857142857,84.42857142857143,71.42857142857143,75.42857142857143,29.220714285714287,8.264285714285714,889.1428571428571,0.6172857142857142,90.78571428571429,70.85714285714286,81.10714285714286,66.78571428571429,71.64285714285714,29.25214285714286,8.035714285714286,894.3571428571429,0.3287142857142857
2011-07-24,87,72,80.0,69.5,72.5,29.29,6.050000000000001,882.0,0.09999999999999999,94.42857142857143,74.0,83.92857142857143,71.5,75.21428571428571,29.20785714285714,8.157142857142857,887.4285714285714,0.6315714285714286,90.5,70.71428571428571,80.89285714285714,66.92857142857143,71.67857142857143,29.258214285714285,7.832142857142857,892.7857142857143,0.33542857142857135
2011-07-25,90,73,81.5,66.5,71.0,29.225,6.3,880.0,0.005,94.0,73.0,83.21428571428571,70.35714285714286,74.28571428571429,29.202857142857145,7.45,885.7142857142857,0.6314285714285715,90.5,70.92857142857143,81.0,66.64285714285714,71.46428571428571,29.263571428571428,7.692857142857143,891.2142857142857,0.3172142857142857
2011-07-26,85,71,78.0,62.5,68.0,29.205,8.25,879.0,0.005,92.85714285714286,72.0,82.07142857142857,68.92857142857143,73.07142857142857,29.20357142857143,7.714285714285714,884.1428571428571,0.6321428571428571,90.28571428571429,71.0,80.89285714285714,66.57142857142857,71.39285714285714,29.258214285714285,7.757142857142858,889.6428571428571,0.31685714285714284
2011-07-27,92,68,80.5,66.0,70.5,29.17,9.7,877.0,0.357,91.71428571428571,71.28571428571429,81.07142857142857,67.92857142857143,72.14285714285714,29.211428571428574,7.628571428571429,882.2857142857143,0.6817142857142857,91.57142857142857,71.35714285714286,81.67857142857143,67.21428571428571,71.96428571428571,29.243571428571432,7.625,888.0714285714286,0.3423571428571428
2011-07-28,88,73,80.5,71.0,74.0,29.23,6.8,875.0,0.352,89.85714285714286,71.0,79.78571428571429,67.92857142857143,71.78571428571429,29.225714285714286,7.257142857142857,880.4285714285714,0.7305714285714286,92.0,72.35714285714286,82.25,68.28571428571429,72.75,29.23678571428572,7.514285714285714,886.3571428571429,0.3675
2011-07-29,86,71,79.5,68.0,71.5,29.310000000000002,5.75,873.0,0.53,87.85714285714286,71.14285714285714,79.85714285714286,67.64285714285714,71.5,29.240714285714287,6.8500000000000005,878.5714285714286,0.6855714285714285,91.92857142857143,72.42857142857143,82.28571428571429,68.85714285714286,73.10714285714286,29.237500000000004,7.442857142857143,884.6428571428571,0.40510714285714283
2011-07-30,91,67,79.5,64.5,70.5,29.380000000000003,3.4,871.0,0.0,88.42857142857143,70.71428571428571,79.92857142857143,66.85714285714286,71.14285714285714,29.25857142857143,6.607142857142857,876.7142857142857,0.1927142857142857,92.0,72.14285714285714,82.17857142857143,69.14285714285714,73.28571428571429,29.239642857142858,7.435714285714286,882.9285714285714,0.40499999999999997
2011-07-31,91,68,80.5,69.0,73.0,29.380000000000003,5.0,869.0,0.0,89.0,70.14285714285714,80.0,66.78571428571429,71.21428571428571,29.271428571428576,6.457142857142857,874.8571428571429,0.1784285714285714,91.71428571428571,72.07142857142857,81.96428571428571,69.14285714285714,73.21428571428571,29.239642857142858,7.307142857142858,881.1428571428571,0.40499999999999997
2011-08-01,91,74,83.5,71.5,75.0,29.305,5.4,866.0,0.0,89.14285714285714,70.28571428571429,80.28571428571429,67.5,71.78571428571429,29.282857142857143,6.328571428571428,872.8571428571429,0.1777142857142857,91.57142857142857,71.64285714285714,81.75,68.92857142857143,73.03571428571429,29.242857142857144,6.889285714285714,879.2857142857143,0.4045714285714285
2011-08-02,93,74,84.0,73.0,76.5,29.07,8.8,864.0,0.355,90.28571428571429,70.71428571428571,81.14285714285714,69.0,73.0,29.26357142857143,6.4071428571428575,870.7142857142857,0.2277142857142857,91.57142857142857,71.35714285714286,81.60714285714286,68.96428571428571,73.03571428571429,29.23357142857143,7.060714285714285,877.4285714285714,0.4299285714285714
2011-08-03,87,72,79.5,66.5,71.0,29.134999999999998,9.15,862.0,0.0,89.57142857142857,71.28571428571429,81.0,69.07142857142857,73.07142857142857,29.25857142857143,6.328571428571429,868.5714285714286,0.17671428571428574,90.64285714285714,71.28571428571429,81.03571428571429,68.5,72.60714285714286,29.235000000000003,6.978571428571429,875.4285714285714,0.42921428571428566
2011-08-04,84,69,76.5,66.5,69.5,29.275,6.35,860.0,0.0,89.0,70.71428571428571,80.42857142857143,68.42857142857143,72.42857142857143,29.265000000000004,6.264285714285714,866.4285714285714,0.12642857142857142,89.42857142857143,70.85714285714286,80.10714285714286,68.17857142857143,72.10714285714286,29.24535714285714,6.760714285714285,873.4285714285714,0.42849999999999994
2011-08-05,84,69,76.5,68.0,71.0,29.235,5.75,858.0,0.006,88.71428571428571,70.42857142857143,80.0,68.42857142857143,72.35714285714286,29.254285714285714,6.264285714285714,864.2857142857143,0.05157142857142857,88.28571428571429,70.78571428571429,79.92857142857143,68.03571428571429,71.92857142857143,29.247500000000002,6.557142857142857,871.4285714285714,0.3685714285714285
2011-08-06,85,72,79.0,70.0,72.0,29.125,3.85,856.0,0.43499999999999994,87.85714285714286,71.14285714285714,79.92857142857143,69.21428571428571,72.57142857142857,29.217857142857145,6.328571428571429,862.1428571428571,0.1137142857142857,88.14285714285714,70.92857142857143,79.92857142857143,68.03571428571429,71.85714285714286,29.238214285714285,6.4678571428571425,869.4285714285714,0.15321428571428566
2011-08-07,87,68,78.0,69.0,71.5,29.060000000000002,6.0,853.0,0.62,87.28571428571429,71.14285714285714,79.57142857142857,69.21428571428571,72.35714285714286,29.172142857142855,6.471428571428571,859.8571428571429,0.20228571428571426,88.14285714285714,70.64285714285714,79.78571428571429,68.0,71.78571428571429,29.221785714285716,6.464285714285714,867.3571428571429,0.1903571428571428
2011-08-08,80,68,74.5,67.0,69.5,29.03,6.0,851.0,0.45999999999999996,85.71428571428571,70.28571428571429,78.28571428571429,68.57142857142857,71.57142857142857,29.132857142857144,6.557142857142858,857.7142857142857,0.26799999999999996,87.42857142857143,70.28571428571429,79.28571428571429,68.03571428571429,71.67857142857143,29.20785714285714,6.442857142857143,865.2857142857143,0.2228571428571428
2011-08-09,82,64,73.0,61.0,66.0,29.0,11.35,849.0,0.005,84.14285714285714,68.85714285714286,76.71428571428571,66.85714285714286,70.07142857142857,29.122857142857146,6.921428571428571,855.5714285714286,0.21799999999999997,87.21428571428571,69.78571428571429,78.92857142857143,67.92857142857143,71.53571428571429,29.193214285714287,6.664285714285714,863.1428571428571,0.2228571428571428
2011-08-10,78,61,69.5,54.0,61.0,29.17,8.35,846.0,0.0,82.85714285714286,67.28571428571429,75.28571428571429,65.07142857142857,68.64285714285714,29.127857142857142,6.807142857142857,853.2857142857143,0.21799999999999997,86.21428571428571,69.28571428571429,78.14285714285714,67.07142857142857,70.85714285714286,29.193214285714284,6.567857142857142,860.9285714285714,0.1973571428571428
2011-08-11,81,57,70.0,54.0,61.0,29.28,3.6,844.0,0.0,82.42857142857143,65.57142857142857,74.35714285714286,63.285714285714285,67.42857142857143,29.128571428571433,6.414285714285714,851.0,0.21799999999999997,85.71428571428571,68.14285714285714,77.39285714285714,65.85714285714286,69.92857142857143,29.196785714285717,6.339285714285714,858.7142857142857,0.17221428571428565
2011-08-12,82,60,72.5,58.0,64.0,29.25,8.45,842.0,0.0,82.14285714285714,64.28571428571429,73.78571428571429,61.857142857142854,66.42857142857143,29.130714285714287,6.799999999999999,848.7142857142857,0.2171428571428571,85.42857142857143,67.35714285714286,76.89285714285714,65.14285714285714,69.39285714285714,29.192500000000003,6.5321428571428575,856.5,0.1343571428571428
2011-08-13,84,62,74.0,63.5,66.0,29.174999999999997,7.25,839.0,0.8400000000000001,82.0,62.857142857142854,73.07142857142857,60.92857142857143,65.57142857142857,29.137857142857143,7.285714285714285,846.2857142857143,0.275,84.92857142857143,67.0,76.5,65.07142857142857,69.07142857142857,29.177857142857142,6.807142857142857,854.2142857142857,0.1943571428571428
2011-08-14,75,62,69.0,60.0,63.0,29.265,12.149999999999999,837.0,0.008,80.28571428571429,62.0,71.78571428571429,59.642857142857146,64.35714285714286,29.16714285714286,8.164285714285715,844.0,0.18757142857142856,83.78571428571429,66.57142857142857,75.67857142857143,64.42857142857143,68.35714285714286,29.169642857142858,7.317857142857143,851.9285714285714,0.19492857142857137
2011-08-15,82,57,70.0,55.0,62.0,29.305,5.050000000000001,835.0,0.0,80.57142857142857,60.42857142857143,71.14285714285714,57.92857142857143,63.285714285714285,29.20642857142857,8.028571428571428,841.7142857142857,0.12185714285714287,83.14285714285714,65.35714285714286,74.71428571428571,63.25,67.42857142857143,29.169642857142858,7.292857142857143,849.7142857142857,0.19492857142857137
2011-08-16,85,61,73.0,57.0,63.5,29.35,3.45,832.0,0.0,81.0,60.0,71.14285714285714,57.357142857142854,62.92857142857143,29.256428571428575,6.8999999999999995,839.2857142857143,0.12114285714285715,82.57142857142857,64.42857142857143,73.92857142857143,62.107142857142854,66.5,29.189642857142854,6.910714285714286,847.4285714285714,0.1695714285714285
2011-08-17,83,62,73.5,62.0,67.0,29.335,6.1,830.0,0.0,81.71428571428571,60.142857142857146,71.71428571428571,58.5,63.785714285714285,29.279999999999998,6.578571428571428,837.0,0.12114285714285715,82.28571428571429,63.714285714285715,73.5,61.785714285714285,66.21428571428571,29.203928571428573,6.692857142857143,845.1428571428571,0.1695714285714285
2011-08-18,85,67,77.0,61.0,66.5,29.255000000000003,5.2,827.0,0.0,82.28571428571429,61.57142857142857,72.71428571428571,59.5,64.57142857142857,29.27642857142857,6.807142857142857,834.5714285714286,0.12114285714285715,82.35714285714286,63.57142857142857,73.53571428571429,61.392857142857146,66.0,29.202500000000004,6.610714285714286,842.7857142857143,0.1695714285714285
2011-08-19,87,64,76.5,62.5,68.0,29.205,5.5,825.0,0.0,83.0,62.142857142857146,73.28571428571429,60.142857142857146,65.14285714285714,29.270000000000003,6.385714285714286,832.1428571428571,0.12114285714285715,82.57142857142857,63.214285714285715,73.53571428571429,61.0,65.78571428571429,29.200357142857143,6.5928571428571425,840.4285714285714,0.1691428571428571
2011-08-20,80,66,73.5,67.0,69.0,29.25,4.15,822.0,0.75,82.42857142857143,62.714285714285715,73.21428571428571,60.642857142857146,65.57142857142857,29.280714285714286,5.942857142857143,829.7142857142857,0.10828571428571429,82.21428571428571,62.785714285714285,73.14285714285714,60.785714285714285,65.57142857142857,29.209285714285716,6.614285714285714,838.0,0.1916428571428571
2011-08-21,81,64,73.0,58.0,63.5,29.29,8.05,820.0,0.0095,83.28571428571429,63.0,73.78571428571429,60.357142857142854,65.64285714285714,29.284285714285712,5.357142857142857,827.2857142857143,0.1085,81.78571428571429,62.5,72.78571428571429,60.0,65.0,29.225714285714286,6.760714285714285,835.6428571428571,0.14803571428571424
2011-08-22,82,59,71.5,59.0,64.0,29.33,3.8,817.0,0.0,83.28571428571429,63.285714285714285,74.0,60.92857142857143,65.92857142857143,29.287857142857145,5.178571428571429,824.7142857142857,0.1085,81.92857142857143,61.857142857142854,72.57142857142857,59.42857142857143,64.60714285714286,29.247142857142855,6.603571428571428,833.2142857142857,0.11517857142857137
2011-08-23,74,62,69.0,62.5,65.0,29.14,9.65,814.0,0.525,81.71428571428571,63.42857142857143,73.42857142857143,61.714285714285715,66.14285714285714,29.257857142857144,6.064285714285715,822.1428571428571,0.1835,81.35714285714286,61.714285714285715,72.28571428571429,59.535714285714285,64.53571428571429,29.25714285714286,6.482142857142857,830.7142857142857,0.15232142857142852
2011-08-24,92,69,81.0,65.0,70.0,29.02,10.85,811.0,0.0,83.0,64.42857142857143,74.5,62.142857142857146,66.57142857142857,29.212857142857143,6.742857142857143,819.4285714285714,0.1835,82.35714285714286,62.285714285714285,73.10714285714286,60.32142857142857,65.17857142857143,29.24642857142857,6.660714285714286,828.2142857142857,0.15232142857142852
2011-08-25,83,64,73.5,59.0,64.0,29.295,7.15,809.0,0.0,82.71428571428571,64.0,74.0,61.857142857142854,66.21428571428571,29.21857142857143,7.021428571428571,816.8571428571429,0.1835,82.5,62.785714285714285,73.35714285714286,60.67857142857143,65.39285714285714,29.2475,6.914285714285714,825.7142857142857,0.15232142857142852
2011-08-26,83,59,71.5,58.0,63.5,29.29,3.3499999999999996,806.0,0.0,82.14285714285714,63.285714285714285,73.28571428571429,61.214285714285715,65.57142857142857,29.23071428571429,6.714285714285714,814.1428571428571,0.1835,82.57142857142857,62.714285714285715,73.28571428571429,60.67857142857143,65.35714285714286,29.250357142857144,6.549999999999999,823.1428571428571,0.15232142857142852
2011-08-27,83,64,74.0,61.5,66.0,29.235,9.25,803.0,0.0,82.57142857142857,63.0,73.35714285714286,60.42857142857143,65.14285714285714,29.228571428571428,7.442857142857143,811.4285714285714,0.07635714285714286,82.5,62.857142857142854,73.28571428571429,60.535714285714285,65.35714285714286,29.254642857142862,6.692857142857142,820.5714285714286,0.09232142857142851
2011-08-28,77,61,69.0,56.0,61.0,29.240000000000002,8.55,801.0,0.0,82.0,62.57142857142857,72.78571428571429,60.142857142857146,64.78571428571429,29.22142857142857,7.514285714285713,808.7142857142857,0.075,82.64285714285714,62.785714285714285,73.28571428571429,60.25,65.21428571428571,29.252857142857142,6.435714285714286,818.0,0.09174999999999993
2011-08-29,79,59,69.5,56.5,62.0,29.335,3.85,798.0,0.0,81.57142857142857,62.57142857142857,72.5,59.785714285714285,64.5,29.22214285714286,7.521428571428571,806.0,0.075,82.42857142857143,62.92857142857143,73.25,60.357142857142854,65.21428571428571,29.255,6.3500000000000005,815.3571428571429,0.09174999999999993
2011-08-30,79,61,70.5,55.0,61.5,29.354999999999997,6.55,796.0,0.03,82.28571428571429,62.42857142857143,72.71428571428571,58.714285714285715,64.0,29.252857142857145,7.078571428571428,803.4285714285714,0.004285714285714286,82.0,62.92857142857143,73.07142857142857,60.214285714285715,65.07142857142857,29.255357142857143,6.571428571428571,812.7857142857143,0.09389285714285708
2011-08-31,88,65,76.5,64.0,68.5,29.259999999999998,7.8500000000000005,793.0,0.026000000000000002,81.71428571428571,61.857142857142854,72.07142857142857,58.57142857142857,63.785714285714285,29.287142857142857,6.6499999999999995,800.8571428571429,0.008,82.35714285714286,63.142857142857146,73.28571428571429,60.357142857142854,65.17857142857143,29.25,6.696428571428571,810.1428571428571,0.09574999999999993
2011-09-01,94,71,83.0,70.5,75.0,29.23,6.1,790.0,0.0,83.28571428571429,62.857142857142854,73.42857142857143,60.214285714285715,65.35714285714286,29.27785714285714,6.5,798.1428571428571,0.008,83.0,63.42857142857143,73.71428571428571,61.035714285714285,65.78571428571429,29.248214285714283,6.760714285714286,807.5,0.09574999999999993
2011-09-02,94,76,85.5,69.0,74.0,29.21,7.0,788.0,0.002,84.85714285714286,65.28571428571429,75.42857142857143,61.785714285714285,66.85714285714286,29.26642857142857,7.021428571428571,795.5714285714286,0.008285714285714287,83.5,64.28571428571429,74.35714285714286,61.5,66.21428571428571,29.24857142857143,6.867857142857143,804.8571428571429,0.09589285714285709
2011-09-03,89,69,79.0,67.5,71.0,29.185000000000002,5.95,785.0,0.08499999999999999,85.71428571428571,66.0,76.14285714285714,62.642857142857146,67.57142857142857,29.259285714285713,6.55,793.0,0.020428571428571428,84.14285714285714,64.5,74.75,61.535714285714285,66.35714285714286,29.243928571428572,6.996428571428572,802.2142857142857,0.04839285714285708
2011-09-04,74,58,66.5,54.5,60.5,29.265,11.5,782.0,0.002,85.28571428571429,65.57142857142857,75.78571428571429,62.42857142857143,67.5,29.262857142857143,6.971428571428572,790.2857142857143,0.020714285714285713,83.64285714285714,64.07142857142857,74.28571428571429,61.285714285714285,66.14285714285714,29.242142857142856,7.242857142857143,799.5,0.0478571428571428
2011-09-05,67,52,59.5,45.5,52.5,29.41,15.700000000000001,780.0,0.004,83.57142857142857,64.57142857142857,74.35714285714286,60.857142857142854,66.14285714285714,29.273571428571426,8.664285714285715,787.7142857142857,0.021285714285714286,82.57142857142857,63.57142857142857,73.42857142857143,60.32142857142857,65.32142857142857,29.24785714285714,8.092857142857143,796.8571428571429,0.048142857142857085
2011-09-06,66,51,60.5,46.5,53.0,29.465,12.2,777.0,0.0,81.71428571428571,63.142857142857146,72.92857142857143,59.642857142857146,64.92857142857143,29.289285714285715,9.471428571428573,785.0,0.016999999999999998,82.0,62.785714285714285,72.82142857142857,59.17857142857143,64.46428571428571,29.271071428571428,8.275,794.2142857142857,0.010642857142857079
2011-09-07,70,52,62.5,47.0,54.5,29.445,12.05,774.0,0.0,79.14285714285714,61.285714285714285,70.92857142857143,57.214285714285715,62.92857142857143,29.315714285714286,10.071428571428571,782.2857142857143,0.013285714285714286,80.42857142857143,61.57142857142857,71.5,57.892857142857146,63.357142857142854,29.301428571428573,8.360714285714286,791.5714285714286,0.010642857142857079
2011-09-08,75,57,67.0,53.5,59.0,29.35,14.3,771.0,0.0315,76.42857142857143,59.285714285714285,68.64285714285714,54.785714285714285,60.642857142857146,29.332857142857144,11.242857142857142,779.5714285714286,0.017785714285714287,79.85714285714286,61.07142857142857,71.03571428571429,57.5,63.0,29.305357142857144,8.871428571428572,788.8571428571429,0.01289285714285708
2011-09-09,72,60,67.0,60.5,62.5,29.255000000000003,8.350000000000001,769.0,0.065,73.28571428571429,57.0,66.0,53.57142857142857,59.0,29.339285714285715,11.435714285714285,776.8571428571429,0.026785714285714284,79.07142857142857,61.142857142857146,70.71428571428571,57.67857142857143,62.92857142857143,29.302857142857142,9.22857142857143,786.2142857142857,0.01753571428571422
2011-09-10,78,56,67.0,59.5,62.5,29.314999999999998,2.55,766.0,0.005,71.71428571428571,55.142857142857146,64.28571428571429,52.42857142857143,57.785714285714285,29.357857142857142,10.950000000000001,774.1428571428571,0.01535714285714286,78.71428571428571,60.57142857142857,70.21428571428571,57.535714285714285,62.67857142857143,29.30857142857143,8.750000000000002,783.5714285714286,0.01789285714285708
2011-09-11,83,57,71.0,59.0,63.5,29.299999999999997,5.1,763.0,0.0,73.0,55.0,64.92857142857143,53.07142857142857,58.214285714285715,29.36285714285714,10.035714285714288,771.4285714285714,0.015071428571428572,79.14285714285714,60.285714285714285,70.35714285714286,57.75,62.857142857142854,29.312857142857144,8.503571428571428,780.8571428571429,0.01789285714285708
2011-09-12,86,64,75.0,59.0,65.0,29.21,10.100000000000001,761.0,0.0,75.71428571428571,56.714285714285715,67.14285714285714,55.0,60.0,29.334285714285716,9.235714285714286,768.7142857142857,0.0145,79.64285714285714,60.642857142857146,70.75,57.92857142857143,63.07142857142857,29.30392857142857,8.950000000000001,778.2142857142857,0.01789285714285708
